post_id,post_name,url,api_delete_http_status,api_delete_result,api_note,public_status_after_delete,final_verdict
165463,charities-in-turkey-raise-millions-crypto,https://coincu.com/charities-in-turkey-raise-millions-crypto/,200,deleted,,404,removed_public
166742,federation-california-makes-efforts-crypto,https://coincu.com/federation-california-makes-efforts-crypto/,200,deleted,,404,removed_public
165446,damus-was-emerged-series-of-fake-tokens,https://coincu.com/damus-was-emerged-series-of-fake-tokens/,200,deleted,,404,removed_public
165351,gemini-donates-100m-in-cash-genesis,https://coincu.com/gemini-donates-100m-in-cash-genesis/,200,deleted,,404,removed_public
165273,defi-titans-boost-decentraliz-awareness,https://coincu.com/defi-titans-boost-decentraliz-awareness/,200,deleted,,404,removed_public
165163,metaversex-releases-aiweb-3-roadmap,https://coincu.com/metaversex-releases-aiweb-3-roadmap/,200,deleted,,404,removed_public
165168,bitmex-founder-largest-gmx-holder,https://coincu.com/bitmex-founder-largest-gmx-holder/,200,deleted,,404,removed_public
165126,collapsed-ftx-us-president-insists-innocent,https://coincu.com/collapsed-ftx-us-president-insists-innocent/,200,deleted,,404,removed_public
165027,makerdao-42-decline-in-revenue-in-2022nbsp,https://coincu.com/makerdao-42-decline-in-revenue-in-2022nbsp/,200,deleted,,404,removed_public
165000,starkware-will-power-eth-layer-2-network,https://coincu.com/starkware-will-power-eth-layer-2-network/,200,deleted,,404,removed_public
164860,huobi-lists-fud-the-token-of-the-ftx-debt,https://coincu.com/huobi-lists-fud-the-token-of-the-ftx-debt/,200,deleted,,404,removed_public
164816,nearly-70-of-dogecoin-holders-profitable,https://coincu.com/nearly-70-of-dogecoin-holders-profitable/,200,deleted,,404,removed_public
164767,delphi-labs-launches-pcl-for-amm,https://coincu.com/delphi-labs-launches-pcl-for-amm/,200,deleted,,404,removed_public
164617,wisdomtree-fourth-quarter-loss-28-3-mil-net,https://coincu.com/wisdomtree-fourth-quarter-loss-28-3-mil-net/,200,deleted,,404,removed_public
164541,immutablex-announcing-watch-to-earn-w2e,https://coincu.com/immutablex-announcing-watch-to-earn-w2e/,200,deleted,,404,removed_public
164566,mango-markets-hacker-denied-bail,https://coincu.com/mango-markets-hacker-denied-bail/,200,deleted,,404,removed_public
164460,bitcoin-btc-could-reach-32000-2024-halving,https://coincu.com/bitcoin-btc-could-reach-32000-2024-halving/,200,deleted,,404,removed_public
164413,binance-acquires-gopax-shares,https://coincu.com/binance-acquires-gopax-shares/,200,deleted,,404,removed_public
164391,terra-classic-adopts-re-peg-ustc-with-lunc,https://coincu.com/terra-classic-adopts-re-peg-ustc-with-lunc/,200,deleted,,404,removed_public
164212,terawulf-restructures-debt,https://coincu.com/terawulf-restructures-debt/,200,deleted,,404,removed_public
164070,cool-cats-announces-new-nft-functions-web3,https://coincu.com/cool-cats-announces-new-nft-functions-web3/,200,deleted,,404,removed_public
164101,india-cryptocurrency-tax-penalty,https://coincu.com/india-cryptocurrency-tax-penalty/,200,deleted,,404,removed_public
164038,stargate-proposes-to-reissue-stg,https://coincu.com/stargate-proposes-to-reissue-stg/,200,deleted,,404,removed_public
164139,charlie-munger-ban-on-crypto-in-the-us,https://coincu.com/charlie-munger-ban-on-crypto-in-the-us/,200,deleted,,404,removed_public
163994,litecoin-ltc-hit-100-as-dogecoin-gains-40,https://coincu.com/litecoin-ltc-hit-100-as-dogecoin-gains-40/,200,deleted,,404,removed_public
163869,mars-hub-mainnet-is-now-live,https://coincu.com/mars-hub-mainnet-is-now-live/,200,deleted,,404,removed_public
163780,increment-proposals-to-launch-incr,https://coincu.com/increment-proposals-to-launch-incr/,200,deleted,,404,removed_public
163799,india-maintains-crypto-tax-regulations,https://coincu.com/india-maintains-crypto-tax-regulations/,200,deleted,,404,removed_public
163741,metas-metaverse-division-loss-of-13-8b,https://coincu.com/metas-metaverse-division-loss-of-13-8b/,200,deleted,,404,removed_public
164472,stronghold-digital-mining-posts-prospectus,https://coincu.com/stronghold-digital-mining-posts-prospectus/,200,deleted,,200,still_live_or_needs_purge
163585,celsius-used-new-customer-funds-withdrawals,https://coincu.com/celsius-used-new-customer-funds-withdrawals/,200,deleted,,404,removed_public
163523,nft-trading-platform-sudoswap-sudo-token,https://coincu.com/nft-trading-platform-sudoswap-sudo-token/,200,deleted,,404,removed_public
163513,house-owned-sam-bankman-fried-sold,https://coincu.com/house-owned-sam-bankman-fried-sold/,200,deleted,,404,removed_public
163214,helium-network-potential-mining,https://coincu.com/helium-network-potential-mining/,200,deleted,,404,removed_public
163227,prada-launches-ninth-timecapsule-nft,https://coincu.com/prada-launches-ninth-timecapsule-nft/,200,deleted,,404,removed_public
163177,p2e-games-breaking-through-overseas,https://coincu.com/p2e-games-breaking-through-overseas/,200,deleted,,404,removed_public
162997,polygon-matic-ancient-whale-drops-holdings,https://coincu.com/polygon-matic-ancient-whale-drops-holdings/,200,deleted,,404,removed_public
162895,zigzag-founder-proposes-airdrop,https://coincu.com/zigzag-founder-proposes-airdrop/,200,deleted,,404,removed_public
162843,aptos-may-have-a-strong-sell-off,https://coincu.com/aptos-may-have-a-strong-sell-off/,200,deleted,,404,removed_public
162839,scrt-labs-ceo-proposal,https://coincu.com/scrt-labs-ceo-proposal/,200,deleted,,404,removed_public
162556,deribit-plans-to-secure-a-license-in-dubai,https://coincu.com/deribit-plans-to-secure-a-license-in-dubai/,200,deleted,,404,removed_public
162554,sushiswap-launch-dex-on-sei-network,https://coincu.com/sushiswap-launch-dex-on-sei-network/,200,deleted,,404,removed_public
162552,arkham-will-support-for-polygon,https://coincu.com/arkham-will-support-for-polygon/,200,deleted,,404,removed_public
162558,bitcoin-hit-23800-as-aptos-rises-48-and-set,https://coincu.com/bitcoin-hit-23800-as-aptos-rises-48-and-set/,200,deleted,,404,removed_public
162474,stablecoin-rai-was-successfully-shorted,https://coincu.com/stablecoin-rai-was-successfully-shorted/,200,deleted,,404,removed_public
