post_id,post_name,url,api_delete_http_status,api_delete_result,api_note,public_status_after_delete,final_verdict
401885,bitmine-immersion-technologies-bmnr-announces-eth-holdings-reach-5-21-million-tokens-and-total-crypto-and-total-cash-holdings-of-13-4-billion,https://coincu.com/bitmine-immersion-technologies-bmnr-announces-eth-holdings-reach-5-21-million-tokens-and-total-crypto-and-total-cash-holdings-of-13-4-billion/,200,deleted,,404,removed_public
401554,bitmine-immersion-technologies-bmnr-announces-eth-holdings-reach-5-18-million-tokens-and-total-crypto-and-total-cash-holdings-of-13-1-billion,https://coincu.com/bitmine-immersion-technologies-bmnr-announces-eth-holdings-reach-5-18-million-tokens-and-total-crypto-and-total-cash-holdings-of-13-1-billion/,200,deleted,,404,removed_public
401093,mbitmine-immersion-technologies-reports-eth-holdings-of-5-078m-tokens-total-assets-at-13-3b,https://coincu.com/mbitmine-immersion-technologies-reports-eth-holdings-of-5-078m-tokens-total-assets-at-13-3b/,200,deleted,,404,removed_public
401074,best-crypto-to-buy-now-dogeballs-dogepay-utility-turns-presale-hype-into-real-demand,https://coincu.com/best-crypto-to-buy-now-dogeballs-dogepay-utility-turns-presale-hype-into-real-demand/,200,deleted,,404,removed_public
401014,safemoon-was-hype-driven-this-best-meme-coin-presales-in-2026-has-real-payment-infrastructure,https://coincu.com/safemoon-was-hype-driven-this-best-meme-coin-presales-in-2026-has-real-payment-infrastructure/,200,deleted,,404,removed_public
400924,dogeball-hits-217k-in-presale-surge-with-800-users-top-crypto-presale-to-join-this-month-before-0-015-launch,https://coincu.com/dogeball-hits-217k-in-presale-surge-with-800-users-top-crypto-presale-to-join-this-month-before-0-015-launch/,200,deleted,,404,removed_public
400852,14th-largest-crypto-casino-spartans-com-just-made-a-massive-play-for-the-wrestling-world-with-raf-partnership,https://coincu.com/14th-largest-crypto-casino-spartans-com-just-made-a-massive-play-for-the-wrestling-world-with-raf-partnership/,200,deleted,,404,removed_public
400830,top-crypto-coins-news-today-dogeball-presale-surges-hbar-faces-pressure-ltc-signals-breakout,https://coincu.com/top-crypto-coins-news-today-dogeball-presale-surges-hbar-faces-pressure-ltc-signals-breakout/,200,deleted,,404,removed_public
400602,ai-cloud-mining-shrminer-a-game-changer-a-new-avenue-for-cryptocurrency-enthusiasts-to-generate-passive-income-easily-earn-7800,https://coincu.com/ai-cloud-mining-shrminer-a-game-changer-a-new-avenue-for-cryptocurrency-enthusiasts-to-generate-passive-income-easily-earn-7800/,200,deleted,,404,removed_public
400544,bitmine-immersion-technologies-bmnr-announces-eth-holdings-reach-4-976-million-tokens-and-total-crypto-and-total-cash-holdings-of-12-9-billion,https://coincu.com/bitmine-immersion-technologies-bmnr-announces-eth-holdings-reach-4-976-million-tokens-and-total-crypto-and-total-cash-holdings-of-12-9-billion/,200,deleted,,404,removed_public
